SK_PRODUTO;NK_ID_PRODUTO;NM_PRODUTO;NM_CATEGORIA_PRODUTO
98c65853cdc621af5c041d61bff49326cc8ea97c97f29d2634af7181d1abfb03;28724;Ebony Mixed Nuts;P01
b3d72745892397bf5fa36f16fd9aecadbc9d6361ef44ee2edec57a233205c57e;5013303521;High Top Squash;Nao informado
c4e0a43c9df1e0a90fed55b7dec59568931fbecd580e86a3cf95a61253b5781e;25409;Fast Frosted Donuts;P01
cc2e7b31d13cabc5c85773410c2627c5dab283cab33b867d556fe07f0820611b;65157;Nationeel No Salt Popcorn;Nao informado
decf695f513ed88d01a223a289c4b7ed095c4cbae7765e3e941ded7db4a093fc;21390;Big Time Ice Cream;P01
e19d3064472048a4ff8eadb1b1fc50f5e5cab2d9a965d4cef0e9a48c1332f716;AIR/DANZAS;Super Salt;Nao informado
f31a10fcc6b6fa459ab4f182f62e5e45ab963809306ee096890cc381989a5a73;26405;Bravo Beef Soup;Nao informado
96ffcce93a678edaf8eb8fe163a4bf315d953594aec9fb10fc19d6ad504d88d1;29312;Discover Spaghetti;P01
3ed153d597d76f4ddadcfca1a34de4704f6849fe69352f135ff87b7b431b4c1f;24508050;Imagine Fajita French Fries;Nao informado
7290f11c8f71e4ab8bdac4faba6a99bcba8b4208cbc51761b181c60e144f66d9;39886;Washington Diet Cola;P01
c1b7bfdbd200de2692e6253f1155ffe4db531481dea1cab59db4f67902c0f3c9;39185;Nationeel Grape Fruit Roll;P01
d6fb35cf5f3d5790c04195eb74aa21fefd2fff9e4d9dcade88075d7ae9e90e02;63234;Token Diet Soda;Nao informado
dc3d2e25135774a215184857f2d024aaa30237bf535c64380edd45293149b139;0;Even Better Blueberry Yogurt;Nao informado
22abe4bf7bc41d25df759df7b92f5ce1fa4211ef058716e8cd079bc779834dbc;64957;Blue Label Creamed Corn;Nao informado
23b2803aab95cdd23723a69c680192d23bf629f58b21c1274b9eec68e2108ac8;37574;Walrus Light Beer;P01
2acadb2b58fdd4790ac69249202d502bd30591682b8fbbc3d3d89b2e296f63f6;65051;Nationeel Low Fat Cookies;Nao informado
a649c1e1224b1445d30461da69de408ea9025e0a58053fa415ff519b3ec833eb;67550;Discover Manicotti;P01
b0c374ffcd64a836f06da1a42a7773462f43797155a71c41d2bbe1fd309a8900;39436;BBB Best Apple Butter;Nao informado
bfcc2556f4ec99a80f7e0d9de0629dbc2b3079677820a0cda5579fe1767a5657;22680;Tell Tale Firm Tofu;P01
d0c2a296629e2b980c78c24cbdaaf4c916527323319cbcbe69e646f87ec2bc94;37960;Bravo Large Canned Shrimp;P01
dc9f224082a894312c1dc729bec43789e6ca99a3f365bca85ec13931aae1ae1e;61572;Best Grits;P01
e2f0449e45c1db742a4a60d0da854df45cb9bd747f4fabd3e44179636b0961db;63646;Gorilla Buttermilk;Nao informado
1a57d1f8d20bc55d9ef6e3b7e6c9a4be5ef824f6241b4bace15e6ab6c0c72bae;1z9483440145591525;Tell Tale Potatos;Nao informado
3803f8b6b26ff77d653b32ca8229a751467905e3196d1a1852461232724e946c;35011;Swell Canned Mixed Fruit;Nao informado
5327ee518031da03cabf4f3705be41d153ef148d913c953067fcd24ca952a5d1;65150;Nationeel Graham Crackers;P01
9e68bd272268d1f2d0db51bed1cd9a5667724afc30513bbdaed637c912439aa0;31670;Blue Medal Large Eggs;Nao informado
c83a4543ff79d8c01f74b374dc107cba02840ee69ee36334d346988c0dfbd8e0;61801;Moms Low Fat Bologna;Nao informado
c894898e5d0930e9ad29dbf090a208606644bced3cf4a557d392ff766f7d22c2;62623;Tell Tale Firm Tofu;P01
646aa4f16db3abf870ca28798be2870df4a828405245f54a43172ad574763055;38701;Footnote Extra Lean Hamburger;P01
c97f70c3781a60436e88bd380f78b534633481177494e8b0a70b8fe6e8083a01;62624;Tell Tale Almonds;P01
eec7b829e97f2b8aca6464151c91648086b97e2f222162a7e3bba26eed085f4b;FRT FOR SO#512928;Club Low Fat Cottage Cheese;Nao informado
6ed0eb530a27ff704d7ba27111383d7866d2d42efbfd93f039f1fb2f16f16be7;31684;Golden Frozen Cheese Pizza;P01
c89bde7b11db2d381c895961e5779827027a10ae31d9762a91b2d4f67ebdfac7;37673;Landslide French Roast Coffee;P01
efe8ea261b80eae0fea76a92ba4ce91e97eb91733d5544c79620c3aa4f6c946d;28396;Ebony New Potatos;P01
faa99062eebd78928824fb2cc96fb8c2b94e0fd48f3339a3723942178c73811f;61754;Carlson Mild Cheddar Cheese;P01
3372419ae4dd2913237b999c489e6553ef790ae803e61503bd2599b7adcc39ce;Nao informado;Golden Pancake Mix;Nao informado
406afd05eb58e7c7cb64a3bdda4930bcf62b1667e5fbc95a172359353476bb6d;35118;Carlson Head Cheese;Nao informado
4afc96dc902df4242e16a38401f8e2d1459a0f8d986f3d7eca9a84a93a7bb4d7;11714;High Top Fresh Lima Beans;P01
519e3b3a999368d527ffecfdfe98a2b8ffa0fd54dbf74dc558fd16cc6d07ad2e;Nao informado;Green Ribbon Canned Peaches;Nao informado
654cce7293e122bbdcdeb8b8f702faba28377aa713a26ae23a6ccc2783a63276;15236;Great Muffins;P01
7b7f53487f9c6a365b18871e675033920de03864c2657ed3d1fe9d140e9036c8;265032;BBB Best Grape Jelly;P01
b407951245049bfa4239620e731a9ef0162c85cd83e1f796315528089a440089;38790;Ebony Shitake Mushrooms;P01
cb7032d0a80866498b7b8354d7bf3158db6bae9622f94f241b1a3543da26f310;63875;Imagine Chicken TV Dinner;Nao informado
f55e0f08d97ae3caf30b318b07d92ce231bb39acea39aef63b09f4153c1cd86d;38103;Cutting Edge Corned Beef;P01
0b0079668f03ab763d44a6dce311df86c9795bd68f96af69d283169cc744b076;64290;Even Better Havarti Cheese;Nao informado
37488329e6582c3d58e1e8e477783be0be62349264b085b310cd665ef4f76758;34653;Super Canola Oil;Nao informado
95eb62c0825d52c365d14442ad372fcf6d6f28931cdf556bdad1fa4bc76f53cb;38810;Ebony Mushrooms;P01
cd8770ccf43d65603173c78420a5a90729ac40bc32be7dfb593317934633b5af;34654;Super Grape Preserves;Nao informado
72571f19482cfa3eb01a9fdc409e0c667b74433d7ef1362ac2f277a71bd76fbc;37840;Token Diet Soda;P01
8126074c2f82d58079b1770974b489b7da80fd544dd5feb255c81266809a74f4;220020;Pearl Light Wine;P01
e45393137dca983194bf027c4f61a16717ba5c4a05c5f7cd897535389ff36e62;EXPEDITORS;Walrus Chardonnay;Nao informado
1e863b836c9992f7e28aa244cf6191a486c3197798e158c04e83da687e5e4385;63842;Imagine Frozen Mushroom Pizza;P01
23c6c672e43141018b765161e488f9c75af98785fc97f5beb407b65a5ea2953f;37133;Tell Tale Mixed Nuts;P01
2d13b207dbcab15d58362eb5dd08f32319ed0a96bd029c1b6435faaf5bf4fc4d;63990;Imagine Popsicles;P01
605f76e66a237d5d2fc5eeaf5919694754e9da62e8bacbc2fe463ee2dffb8d43;60486;High Top Onions;P01
9d14decfe905e68f74cbe3e6df7b00f9c90279e05e90753bd8a85d6df5207f1f;35009;Better Fancy Canned Sardines;Nao informado
dc06f171d1215731af554e71c2ec63a83211f9549050fdac301b419aa3e60819;61650;Better Canned Tuna in Water;P01
f1fc5e2d31f7971429db435a5268bf094cf569a9314617bc5db9babf24e4ddba;63253;Token Apple Drink;Nao informado
f3d7ae6b89c2e2382d1a5f2e3e677720e070a63a79e1cd6d20e77952c7e30cc3;265072;Fabulous Mango Drink;P01
1536e34177410beeaf90ae2e05b660f77eb15aaed39571df356c8b40b8659bd6;20801;Moms Roasted Chicken;P01
401b7f0ec67864e640bb70b67dd87b4c8ed3fbed747be1c24c0ae41f403d9af8;17801;American Pimento Loaf;Nao informado
47e0eff7f0696899916bcc67e61e3efed3bba2e9789c8dfeb4d9d311ecedc6b7;14919;Good Chablis Wine;Nao informado
783ae819146afbefdfe88df14e2b9bb20e2246264b49aec14be68b0928b371ef;13918;Choice Tasty Candy Bar;P01
8528e4c816720c5011302fb2bf5d7331b867b5f34540ee8d5f42963c7d081192;63750;Cutting Edge Sliced Chicken;Nao informado
97580c42820d3e6674a0d738bbde7ce46f6ce5a9d5bba6abb9721d53ef892293;63098;Landslide Canola Oil;P01
a9d60609d5738508211e7c6a6304c57a2ecb172c61990230467fcd9aa6d119bc;35241;Moms Cole Slaw;Nao informado
34084751587e230dee2de5df86845bc290c2c8d308a3577498984052d7ae8bf7;39240;Thresher Semi-Sweet Chocolate Bar;P01
8f1a7dbf944ce87bbbae54cf6e310a8d5353bcca42ebbddb5e5f9c039ebfb180;4881516 DANZAS/AIR;Landslide Chunky Peanut Butter;Nao informado
bf1dbdcb2cd56e3619127486d5fce709ca4304d5c73a57d226ddcafb03e246bc;5320;Club 1% Milk;P01
d38717352ab3f95b1f00a3c7cb8d18a464088ae93f5186b5229c51e2e5b84802;39513;Fabulous Cream Soda;P01
d8a9781fc28dff1dc881b3e36920d6e28a8e1e97bbbc877e605620bd38e9765b;26113;Landslide Grape Jelly;P01
eb99889c61bb4dfa79ad951905d2efceb6af23d06111653cc0a859aabed5080b;29091;Nationeel Beef Jerky;P01
970e0e0dadef077d0dbb1453298f07d563a929ba55deb01ebdebc623bcc0c5da;65508;Monarch Thai Rice;P01
d25ba0645e2c6c409de42c3826d540e60dffb57d7dc6b5f4c876087873370911;2450862  DANZAS - AIR;Tip Top Lox;Nao informado
735784ed664764375fde44ff4c3d4c47d9c9645952af0f503bcc01eaf9a4a2aa;25883;Colony English Muffins;P01
9dd8cc034b90429e11fbf30174d0fea7f78528b0b8cca40f7190094d79f46823;33223;High Top Fuji Apples;Nao informado
a5092562279a4ece96346b9a0570c5152467169db4743b4808872af7f96b5101;34789;Excellent Strawberry Drink;P01
a67eb9f8c3cb7bf55c9ddd82d2c53d07c8d95be50c62fd7893100dcfa034c711;39681;Even Better Low Fat String Cheese;P01
ab78db43a1e5508015fd08add8e7584c90d966a61d007a5051cbe8ad65109bcc;34976;Better Canned Tuna in Oil;Nao informado
b261c778eb8d1d838ef5968697c68f499cc8caaaec2679724505b39632968423;63582;Even Better 2% Milk;P01
d914d240914847bd026a8d9e07dbbbef4428397d69b0cf237e8100cf42070fbf;220510;BBB Best Grape Preserves;P01
e934ef839c84fa386ace399678c2610333071f76212d73e0dd4de4ca1742f9ef;4881519 DANZAS - OCEAN;Ebony Peaches;Nao informado
1d8d59874d1dd3b7ee9358b23eea60682f4e28ae7b7fe37fb3d6e460d52ad9e0;34852;Excellent Apple Drink;Nao informado
094730dde9937c47500a4a123e097f5f837e5f857d83f18b57479511bb31b967;65391;Nationeel Dried Apricots;P01
1ccc0008d8b181b8310e4c202b8220781781adf71ed6061722e693798335abe3;26629;Gorilla Havarti Cheese;P01
558b73e5fec8cdfd11645e26c1aff99df3a039fc05966e6ad22bfce59c3530f1;SEA/TLR;Red Spade Sliced Turkey;Nao informado
a72597cc4b5453873147d2ddabd02d7e3034e1a0affa3143b36d193d1f396ee1;25870;Club Sharp Cheddar Cheese;Nao informado
f42b06f041286ed946322b30016ceb6a8f7caa1185e76e5ac8e0bb40eefe1a44;63676;Cutting Edge Pimento Loaf;Nao informado
1f8f51d6a85a79fcfc36042fd4fcff3045286b8a6b1409dbbc87c94beecaa38d;23672;Tell Tale Canned Peanuts;P01
243b4f42e609eb2a48640bcb308fc96a2efd2e2f90b3d6916e71969d351c8e19;39602;Just Right Large Canned Shrimp;Nao informado
55d39ac678e8d89b2cce5a58208bb8ea4eff027155a9b1b6631ed787d251cbaf;65169;Nationeel Cheese Dip;Nao informado
8c170ef5853cdfbdbba11f23bbada460154b52c4519806baa8ee739623179bf0;24792;Fast Graham Crackers;Nao informado
a1f56d46b84597fc47812aa927d82682e5c169e89c8c44c80980c275b0dd4b49;62755;Fast Fudge Brownies;P01
a4d22224c4df7886d4ab54c8937565520b1d2894e4b263b1702896a680746adf;220621;BBB Best Apple Jam;P01
d462dda3b91a1894c62277d060c0f4f18b10ba7f157b67166f9e8e6564c4029e;61095;Choice Malted Milk Balls;P01
d55816bd57ca33b5073bd63c85507fbe9d66bd4bface9fb5b8cc9eedea5a6a40;36941;Tell Tale Sweet Peas;P01
e91f9bf1a4496c75ea004105b5e7afc9e25b6eb967220d723b4e83ded530e703;38312;Imagine Frozen Cheese Pizza;P01
28e47bb6b7dac866a89d0d318c043e15f4208c1f03ef89f6259515e5c3eb5af7;36033;Big Time Grape Popsicles;P01
2af2e044847eb1690641840e3bdcfb0b13558e41be33f48eac79e39923013efa;50116;Red Spade Roasted Chicken;Nao informado
4e1db381e462f5518057743cb27d246b8bb915802a0ed5228f1703b89d0e60d1;38061;Gorilla Blueberry Yogurt;P01
7cbe476c50a08858cbd0946da4b0edc856ddde549047114c95c79a32f322f176;25906;Landslide White Sugar;P01
76b7d3ad89ce225404f495447aa00fcc66a34278047f60b904dafd094097c3db;31848;Golden Frozen Corn;P01
90eac3aec5c79449304416a79e051a5c87eac1ebc26cf803d479c15a4b51c45a;62055;Big Time Frozen Peas;P01
c1a1f94bcee4d2e03627fe98b9b86e0b7c60a0dfba41597578260c3098dc2e83;26467;Bravo Canned Tuna in Water;P01
fe0aacb97fc72e1c47a7074117d205433d4f3761dc30dbfdccec11da9b1733a5;37959;Bravo Canned Tuna in Oil;P01
23fdec5158438177395f2e93cfafe68118dc90658572fd3d7c813c5ef5ef4e1e;5013246373;Washington Cream Soda;Nao informado
6e94ed71e7384163e43b13e90883c210e2045b30815ee142d8f24fc9d9710d26;28401;Ebony Prepared Salad;P01
d24bf06ce4c946c5153f12f6e04f5aa4d87e289f5200c911f77b95aae674ad0f;62672;Tell Tale Fancy Plums;Nao informado
e423a23c68230863d46b8bac226d4a9696762e1a8e8fa5d99ca2640debe0de58;29071;Nationeel Salted Pretzels;P01
3a6e2ab56b9906593856f179ce8c2e2b82fc78379e0115c4c481c56e056f7480;65061;Nationeel Chocolate Chip Cookies;Nao informado
4bd82b707d9829948667c8c5ef434e63b15eca5ac03b47124e62de9a3acced12;62871;Fast Dried Apples;P01
a146477ae5add7d29c4af6ddca8031801827b5a4e6c9a9c89a39ad404d1c3f8e;64300;Even Better Cheese Spread;Nao informado
f156bf0b237a1093efe5549851aec48dd47eaf2310eca2c0bf808305774c60bd;63645;Gorilla 2% Milk;Nao informado
3829d78482f7a3ac7241de6ee007a2d42af14f8a4c608631009c59e766bf69d8;AIR/DANZAS;Even Better Large Curd Cottage Cheese;Nao informado
7a26fcbb4985b9a34cf5e0fa755468324e04da144e5624c4c3905868475145c6;63677;Cutting Edge Beef Bologna;Nao informado
b3e4a4c6b7343504d0ee07a8d2f5f662281efff376ea7659d38d03d760a4006f;60078;Golden Pancake Mix;P01
be207957a2614d4589a85d83bcc70da97971088a0ab665cfbd8df44ed0d4bffb;33445;Best Choice Corn Chips;P01
ea7c0ededab3741f778e226fcf7bd4291e4395a0005ca7b5fc2e54f4421f1457;32721;High Top Tomatos;P01
f1840681d4ae42ef9fd780be9b2e749daa759e3ff43506410f5140fd032d6312;39185;Ebony Tomatos;P01
0b9dbc147024f41cc3918e34d87c77504bbaf51217a42b805a08756569832412;65180;Nationeel Sesame Crackers;Nao informado
65418d9e5327ef31b8a499f179cb5f7ef93288a6c90e70cec4b6ae87a546fd5d;37979;Bravo Fancy Canned Oysters;Nao informado
5af0861b6788267a4887b76e85104e9c015ad3e8f739dedb153e1e148452b1f5;25987;Landslide Oregano;P01
76a04fe0f27d34f7aaa2ba9cce277c83f6d6818b635692128f793d81aba1f2f2;30360;Washington Cream Soda;Nao informado
038d564498fe2c1a8a52919b5034f3f121ed3cf51bceacfcfab46757effba1ba;AIR/DANZAS;Even Better Sharp Cheddar Cheese;Nao informado
2bded387be39440ed965bafc0bc25bff429b6bd3399bec3d6cb02beefea4154d;800600;Club Blueberry Yogurt;Nao informado
f420f269d113fd7aec8d12534c6e70365f1459d38f3e89ffa5b4b7eb0166602b;63936;Imagine Frozen Peas;P01
1cce6fd63d30ff60aaa07c3bfbc547548b4b7c2ec52bb8ed96dc072dad676251;Nao informado;American Cole Slaw;Nao informado
2944dae68cf8468b896774b2d5704f1156f22d3279dcd2d10fef2b1126ae9994;62735;Kiwi Scallops;P01
4bf6aecaf3cd0950114be86f2f20259f61d925ab09e6b3998711d1dcc416397a;37852;Bravo Canned Beets;P01
a47d3fae7b64d56296aad98b966fcdfc4db877c439b8b0e34d56d64ea6b07a80;26190;Radius Grits;P01
50796351a2b3541e24992f724e9ff0eeed9ee8d2de3c9df7c5982a03244b2bf4;30447;Washington Orange Juice;Nao informado
5d8d69575417b0fcba818e825cc744e424f94ed0d2e9013a57ef425eaa0ab9c0;34987;Better Fancy Canned Clams;P01
6de0e98173cea5e79135c0d4bef34155a297f04bf5f258370274ba96e6ceaa63;34809;Excellent Cola;Nao informado
acb98ac507ed18ee74e91863ab2f8f258aa337d3eaa633a2b2486fa8dcd8849a;33476;Best Choice Fudge Cookies;P01
cd7ce73ba14020c03b25c70cac5e11ac4fc0b8e5a7fa2f271d6d48bff71b75e8;30331;American Corned Beef;P01
1a43cfcc232b68b28600ea33a5819ca84bf94de077a2e1fc17c6c135211007a3;60900;Best Choice Sugar Cookies;Nao informado
1b639a989c5301f940cbf4ff8699735b35f328ab7cd6ecfcb9b5d7c682d737bd;61950;Big Time Waffles;P01
1d37a47939e2787627611c9d8c09a77fbc3753a3d62d5d8dd4e57bcc3d36d139;65397;Thresher Mint Chocolate Bar;Nao informado
565b33819a45b9fe8446243eafacc079f1044a37b3b65874295efdd319a553ea;Nao informado;Discover Rice Medly;Nao informado
785761c322a59b23284ad34f3eae96c894af8f17dbc4ef9de74e54abb80ae5a7;Nao informado;Best Grits;Nao informado
07336c194b83a68fb95f9d0b8ced255b8ff1394f0ef4c1244f5a9308ad48ee15;25933;Landslide Columbian Coffee;Nao informado
0f970e804d5dfc6af77521bd6d3e642470203ca72b5875fc3261cb58dde38a9a;60715;High Top Golden Delcious Apples;Nao informado
42c3e3d523b435ce915aabf91260a10bd5b7a706d6bab32506db38d2ec9c5546;62649;Tell Tale Golden Delcious Apples;Nao informado
fe10cf820bbdae237c5e19936d9d3a4b44b12159f6c241a18245376023f48c36;38121;Jumbo Small Brown Eggs;P01
3418a09bf64dca5ce5f313ceb9730981507eff978514c1419015b489c462a449;15271;Great Bagels;Nao informado
451f1aa17c0a09e4d2a6c596ba322a6bb9402cf1fac3ff90fae3dce5a27bc150;65509;Monarch Rice Medly;P01
556024c3579aab27084f3275e4322dc0a3cf1af141f8b3894d13c32117abbb9f;64008;Washington Cream Soda;Nao informado
a3ce12dd164d825e33fd27e51280757968a940356c2d445e09a5f328770b9d6f;26502;Bravo Large Canned Shrimp;P01
be96dd4192f4d66d3120ce2c5de3ad5a1b8b3d45c36bccf072f376efeb08adc7;62795;Fast Salsa Dip;Nao informado
062debb94b628cf84f5d5e12c082516a15f836f04c757f91aefe635e691f505c;Nao informado;Kiwi Lox;Nao informado
0846f38a77bf8c632756269b9ad7f7faaa2e7c2769b8b744f60c682c54340a21;31287;Club Sharp Cheddar Cheese;Nao informado
476284eee6167cc8a68e88a2ff5e32dcd9786568cac891844cd260c12bfcd5df;239782;BBB Best Strawberry Preserves;Nao informado
5f42c9e3b5cdb8700a03f25d83ae97801bb63d8788c2bcada7b0574b13033ba2;62524;Tell Tale Lettuce;P01
69da0b9dfa93b11a1c51287b026743ee2209b9f8309a0a702b23fdaa7e5cbb4a;38842;Ebony Lemons;P01
7ff4057b15471ca69a1febd7bb8ac24838714c33021b5c5b70349ccfdef2bab6;485002;Club Head Cheese;P01
995a4aeb802a2a6df3f5513de2ca7461ec1ff86058b1c0e68ca2a95bae56ad0e;30284;Even Better Buttermilk;P01
c72ff05fb18d7d93267065037ef9cb36e799b1b933ba26985c52b553e1e3f442;37441;Atomic Mint Chocolate Bar;P01
e88a47efb2511208b2827bb36719a4da8fa523a1ec133d5025f58accd9df6372;33090;High Top Sweet Onion;P01
f7596fe8cd51de4a990a5f01077b2ce688defd0b6b2f073d0cd3c58d514ce28f;38786;Ebony Prepared Salad;P01
0252e238c9c40f397988ef4bcd8e5f95f149a08a4dd51360b75972b4641247dc;64302;Even Better Sharp Cheddar Cheese;Nao informado
0efdc48060fdc0234108edcbd478c3323f8e157ff0c72f7e1bece8fa94937739;32920;High Top Dried Mushrooms;Nao informado
ab561e101a66891aaaff877796b4a8cf1967aa0a961245242bd11e72481af984;4882876 DANZAS - OCEAN;Bravo Fancy Canned Sardines;Nao informado
ae69bd8ab06f0f9b48c1b3a90236697b5e3ddc184d3dcc3e6600e5b930a0c50f;32648;High Top New Potatos;Nao informado
d3b807f8212d40d3acf019603f3d459ebff21e592e585a1173a8496adf090084;63650;Gorilla 1% Milk;Nao informado
ebd35c3812af25e945cd3ee06a055d45e1aba06d9f2c2590daf09389970752d4;61957;Big Time Frozen Mushroom Pizza;P01
04aff6c2c29c43334d9fa860103d60b39de1f216b72f2d5ee4523fbb964c9de5;5742;Red Spade Beef Bologna;P01
4ab1196216661256f684f011af59d68a3a4bfeafaa9e39abc46cd91eb2017fe4;61545;Excellent Apple Juice;P01
9d5619d166c05b6e2feaa1d87cef44a61d7fb88636db93d4e38a75e45c13589c;26749;Cutting Edge Turkey Hot Dogs;P01
ba8982d2267c6ec2b0ad237f8940934dcc648dba57e9199046b6d6edea4244f9;61854;Moms Sliced Turkey;P01
4e3d47ad5b97def218541281898efd51fe39cc9bc33731dbd6652929d878694d;Nao informado;Colony Blueberry Muffins;Nao informado
56acea3cbc8e93a74f1f24ed5e59f73eff971fdf3099f70ca58c26ee7b5c7288;34373;Choice White Chocolate Bar;Nao informado
6bf34e5a54dfb386ea082473a00fd22e530959d4b051a70679942eca3f25d194;34238;Best Choice Frosted Donuts;P01
f40a3b8d7375f7fc4c89c62e21ff677dd60d0271694a95c428efa1c16c403d90;65508;Monarch Thai Rice;Nao informado
1430790c53399f48c060535dfe3aecb921cca1a1abc8bd9040907767afa67ac3;38844;Ebony Plums;P01
3fb933a473950757b58f6951986a91620e943ceaa05769d5a21f5e4ee7a916ae;29277;Monarch Spaghetti;Nao informado
8b2e2ed0392fdafcf3c4902948fcd805d6642f1c845dbc8eb2b9fcf6b9bf518b;61080;Best Choice Frosted Donuts;P01
a46852a0a9d2b3400f0484a49675aa140146a83a0b79d46ff1cc397b4862e76c;65057;Nationeel Low Fat BBQ Chips;Nao informado
df058a4bc722741827f2faba677bb159129c2740a4e9d0cacab65392221b486e;65395;Thresher Tasty Candy Bar;P01
f59b8af47e4fb3e7fc94a48d8b719d4488aeebfd3aa7e68a766d9ff53abf5e78;63897;Imagine Home Style French Fries;Nao informado
fa179dbfe7165f2e2bf9a568193484a7734d69b9479e184969169be8655fafbe;39682;Even Better Havarti Cheese;P01
31945d82796961a1cf0808ff29acc32f61a44f7f7c25ab2ec30d0d19fc6d65d1;13910;Best Choice Golden Raisins;P01
41042aae96c7855fa28671c01dbb2e489c9db05b648bca905285952250dbf550;60900;Best Choice Sugar Cookies;P01
b09471e9a6aa0b349f6a821f8023ccf488a458b694014c018668f071c481a5ce;38109;Cutting Edge Sliced Ham;P01
ba3914d171f6f470644af81ae06f1b65642aa08955c34ff1a3c84371497b9a70;39025;Nationeel Chocolate Chip Cookies;P01
08aca63164940c9406d7d89a4b4c0a87dc7388e84b4a3ab2969cfe092fdda191;61745;Carlson Sour Cream;P01
4de7651bfe1bab0731b4c8348d6ef00b5f18aba75b80662245ea73f1af190b90;SEA/TLR;Nationeel Raspberry Fruit Roll;Nao informado
778e1ab14c85a5a164a5edaf866b5b54fe57e36de1e563f400fcf7da7118a157;Nao informado;Urban Large Eggs;Nao informado
879582e682bfc87573fbafec3d6ab1797f753af8362da3c1a753ad36bb0e350e;38875;Ebony Honey Dew;P01
a2a046d0ef733be68366b6c21e43b52942a89cf381813e0fdd6b20ce8cf3cbd0;50115;Red Spade Cole Slaw;Nao informado
a39de51dac6a8866917a6d80cef32fd2f6ff4f017afff01e3da69db30f5931d4;19456;Carlson Blueberry Yogurt;Nao informado
e10495041dd641c521a7fc6b9ca5ec2f9bc6b81ee68a2d121a5eda3235c99bbd;63065;Colony Blueberry Muffins;P01
06431e99dcdd5d1a74a547ebcefb7695ae60a0d3f99f54017ff873aba7c76b18;0;Blue Label Fancy Canned Oysters;Nao informado
2618c5c1019d8c5858bb8018f5d2c51f3ff251391f9cac5152e7b2ed80e0128a;TLR/SEA;Landslide Brown Sugar;Nao informado
26ec32aa647278555fae8f97a8b79cbc93b6edc08d93876ada1df813c446fe24;34862;Best Oatmeal;P01
2bba4bc55a5f5487daca31d269967e6490069d335a067eca6a25493852a314b0;1z9483440146494003;Tell Tale Mushrooms;Nao informado
37fc9abdb0861526623e5a10c57a76af51ddf98431659f6c5fe01168dfb90e35;65003;Ebony Lemons;Nao informado
7980234d7b695647abc839ef7c6b8cc80774cd474699e7715b75fc67a349bb2d;65063;Nationeel Fudge Cookies;Nao informado
a7e0e860262acfc0403b0868c7c0fce2eefdb3261b33464198ec8395eee24f47;62018;Big Time Grape Popsicles;P01
bf8665a5b0e327e9c5903e0be33179b392403b783b9c9a869f6e019058cf7dbc;34788;Excellent Mango Drink;P01
c05e59b981d74bacb3c188c5bec81daea58dd645a68bb8f84d53673ac8a13053;30353;Washington Berry Juice;Nao informado
1243675b2b3bcace93f64486a0938d8ad41d68ef0495a8f3d7b4f6342a520354;26150;Token Orange Juice;P01
47f612a251db927798802cd5fa1eeda7a5ced5a29d967c859c22ecec7f103cd2;32655;High Top Onions;P01
99e056db67c86f641158e44d984ce28d8147ffa1303be9052189f37afbf9328b;36030;Big Time Chicken TV Dinner;P01
c315bf9e1dcf95d354c3873c2ed901da618bcad90c00b3b6bd51fb7a389e87dc;60830;High Top Party Nuts;P01
e05bf6c5c0e9db04c442d9e96ad2ef4c699066003615466d097b96d1fe790c21;38787;Ebony Onions;P01
12f6b5fa69ec8bcec67ab0998a772d86d238369d708e7cb0cc9d0e18ed7cb1b1;25855;Walrus White Zinfandel Wine;P01
323683f2e1d68ef3c87a5a6d8b02d2046cccbadb7806f2a10b374a35c6d78a2c;63700;Just Right Canned Yams;Nao informado
3a8d6bed5870f70069dde1019a42a6da060c16dcc75ea6b0af1de08d5f12e6e4;40613;Club Jack Cheese;P01
0df1ee343f6cee9bf1a6890f293525307326b3ec11cf71500ff1815a3f800ed4;62746;Fast Sugar Cookies;P01
340fe709e91bf2eed957e67b424adaae6efc5de4f8966d87b8bc3fb300830730;63840;Imagine Frozen Pepperoni Pizza;P01
39a972dfac1aa2dbe0d19ad54af109c9c6322bbd345e99c6a9d17b6bcfe628d7;220612;BBB Best Apple Jelly;P01
4bdf1939dceed3a24b93c81d7f91d8d50676c142515b2ea9042672a9ea160b93;62550;Tell Tale Garlic;P01
64e6d9b8a1085cf56e7cdea611eae16d26ea5e966bc9c04a48b9b801576ce0c4;38911;Ebony Tangerines;Nao informado
7436bd8069272080a990953444fe37d87820b8ce1691fc3e74a41fdcd462a63d;27550;Imagine Popsicles;P01
a1e1da5d22f738f8b26a8cf46047d5012bea3159e4a6c379ba1f056a055c08bb;30286;Even Better 1% Milk;P01
ae17391edd5456ea407b867ec365c8a6f338513a65db1e21d267564aaf7bbaeb;37609;Colony Wheat Bread;P01
b8de85a7eb5f32205f9edb8d258815b13cbae392891595c20fbc1dfc23598182;220512;BBB Best Strawberry Jelly;P01
41e924a8fc0c3e90e770f1eef839bdff44f94a1850a8d7b06e3c5cf2781d6175;62710;Tell Tale Honey Dew;Nao informado
6da9f476d503c88e32ab15deeb220e7148eaa7494d9d90913519a369abdf3515;21012;Urban Small Eggs;P01
760328008c4b5f6e17c2c3422cc7c14fa059bd5a6eaf9c86172b06c3b7ce0c1e;61572;Best Grits;Nao informado
